iteratie,mean_beginscore,mean_eindscore,max,min,single_runtime,tot_runtime,best_solution
20000,481.95640449438196,5161.670711610487,5287.3258426966295,4999.966292134832,6.6230456829071045,813.0475454330444,"[['Amsterdam Amstel', 'Amsterdam Centraal', 'Amsterdam Sloterdijk', 'Zaandam', 'Castricum', 'Alkmaar', 'Den Helder'], ['Amsterdam Amstel', 'Amsterdam Zuid', 'Amsterdam Sloterdijk', 'Haarlem', 'Beverwijk', 'Castricum', 'Alkmaar', 'Hoorn'], ['Leeuwarden', 'Groningen', 'Assen', 'Zwolle', 'Deventer', 'Zutphen'], ['Rotterdam Centraal', 'Schiedam Centrum', 'Delft', 'Den Haag Laan v NOI', 'Leiden Centraal', 'Schiphol Airport'], ['Deventer', 'Almelo', 'Hengelo', 'Enschede'], ['Utrecht Centraal', 's-Hertogenbosch', 'Tilburg', 'Breda', 'Dordrecht', 'Rotterdam Blaak', 'Schiedam Centrum', 'Delft', 'Den Haag HS', 'Leiden Centraal', 'Alphen a/d Rijn'], ['Sittard', 'Roermond', 'Weert', 'Eindhoven', 'Helmond', 'Venlo'], ['Utrecht Centraal', 'Amsterdam Amstel', 'Hilversum', 'Almere Centrum', 'Lelystad Centrum'], ['Maastricht', 'Sittard', 'Heerlen'], ['Eindhoven', 's-Hertogenbosch', 'Oss', 'Nijmegen', 'Arnhem Centraal', 'Dieren'], ['Apeldoorn', 'Zutphen', 'Dieren'], ['Utrecht Centraal', 'Amsterdam Centraal', 'Almere Centrum'], ['Eindhoven', 'Tilburg', 'Breda', 'Etten-Leur', 'Roosendaal', 'Dordrecht', 'Rotterdam Blaak', 'Rotterdam Alexander'], ['Dordrecht', 'Rotterdam Centraal', 'Rotterdam Alexander', 'Gouda', 'Alphen a/d Rijn'], ['Leeuwarden', 'Heerenveen', 'Steenwijk', 'Zwolle', 'Deventer', 'Apeldoorn', 'Amersfoort'], ['Schiedam Centrum', 'Delft', 'Den Haag Centraal', 'Leiden Centraal', 'Heemstede-Aerdenhout', 'Haarlem'], ['Utrecht Centraal', 'Hilversum'], ['Amsterdam Zuid', 'Schiphol Airport'], ['Utrecht Centraal', 'Gouda'], ['Den Haag HS', 'Gouda']]"
