begin_score,eind_score
2823.7142857142853,7887.571428571429
2823.7142857142853,7861.571428571429
2823.7142857142853,7891.571428571429
2823.7142857142853,7891.571428571429
2823.7142857142853,7873.571428571429
2823.7142857142853,7904.571428571429
2823.7142857142853,7879.571428571429
2823.7142857142853,7885.571428571429
2823.7142857142853,7856.571428571429
2823.7142857142853,7858.571428571429
2823.7142857142853,7896.571428571429
2823.7142857142853,7893.571428571429
2823.7142857142853,7897.571428571429
2823.7142857142853,7904.571428571429
2823.7142857142853,7877.571428571429
2823.7142857142853,7873.571428571429
2823.7142857142853,7890.571428571429
2823.7142857142853,7879.571428571429
2823.7142857142853,7885.571428571429
2823.7142857142853,7887.571428571429
2823.7142857142853,7852.571428571429
2823.7142857142853,7897.571428571429
2823.7142857142853,7817.571428571429
2823.7142857142853,7884.571428571429
2823.7142857142853,7875.571428571429
2823.7142857142853,7862.571428571429
2823.7142857142853,7875.571428571429
2823.7142857142853,7890.571428571429
2823.7142857142853,7891.571428571429
2823.7142857142853,7880.571428571429
2823.7142857142853,7874.571428571429
2823.7142857142853,7907.571428571429
2823.7142857142853,7880.571428571429
2823.7142857142853,7884.571428571429
2823.7142857142853,7851.571428571429
2823.7142857142853,7566.428571428571
2823.7142857142853,7880.571428571429
2823.7142857142853,7904.571428571429
2823.7142857142853,7893.571428571429
2823.7142857142853,7872.571428571429
2823.7142857142853,7879.571428571429
2823.7142857142853,7878.571428571429
2823.7142857142853,7867.571428571429
2823.7142857142853,7867.571428571429
2823.7142857142853,7887.571428571429
2823.7142857142853,7875.571428571429
2823.7142857142853,7521.428571428571
2823.7142857142853,7896.571428571429
2823.7142857142853,7907.571428571429
2823.7142857142853,7874.571428571429
2823.7142857142853,7890.571428571429
2823.7142857142853,7896.571428571429
2823.7142857142853,7879.571428571429
2823.7142857142853,7907.571428571429
2823.7142857142853,7887.571428571429
2823.7142857142853,7891.571428571429
2823.7142857142853,7573.428571428571
2823.7142857142853,7893.571428571429
2823.7142857142853,7907.571428571429
2823.7142857142853,7893.571428571429
2823.7142857142853,7875.571428571429
2823.7142857142853,7561.428571428571
2823.7142857142853,7884.571428571429
2823.7142857142853,7907.571428571429
2823.7142857142853,7872.571428571429
2823.7142857142853,7907.571428571429
2823.7142857142853,7904.571428571429
2823.7142857142853,7884.571428571429
2823.7142857142853,7893.571428571429
2823.7142857142853,7853.571428571429
2823.7142857142853,7554.428571428571
2823.7142857142853,7896.571428571429
2823.7142857142853,7846.571428571429
2823.7142857142853,7864.571428571429
2823.7142857142853,7897.571428571429
2823.7142857142853,7874.571428571429
2823.7142857142853,7897.571428571429
2823.7142857142853,7885.571428571429
2823.7142857142853,7554.428571428571
2823.7142857142853,7875.571428571429
2823.7142857142853,7863.571428571429
2823.7142857142853,7870.571428571429
2823.7142857142853,7872.571428571429
2823.7142857142853,7880.571428571429
2823.7142857142853,7880.571428571429
2823.7142857142853,7878.571428571429
2823.7142857142853,7887.571428571429
2823.7142857142853,7842.571428571429
2823.7142857142853,7867.571428571429
2823.7142857142853,7891.571428571429
2823.7142857142853,7860.571428571429
2823.7142857142853,7885.571428571429
2823.7142857142853,7873.571428571429
2823.7142857142853,7904.571428571429
2823.7142857142853,7854.571428571429
2823.7142857142853,7886.571428571429
2823.7142857142853,7874.571428571429
2823.7142857142853,7861.571428571429
2823.7142857142853,7897.571428571429
2823.7142857142853,7880.571428571429
2823.7142857142853,7888.571428571429
2823.7142857142853,7879.571428571429
2823.7142857142853,7872.571428571429
2823.7142857142853,7884.571428571429
2823.7142857142853,7870.571428571429
2823.7142857142853,7895.571428571429
2823.7142857142853,7897.571428571429
2823.7142857142853,7542.428571428571
2823.7142857142853,7872.571428571429
2823.7142857142853,7893.571428571429
2823.7142857142853,7877.571428571429
2823.7142857142853,7885.571428571429
2823.7142857142853,7857.571428571429
2823.7142857142853,7865.571428571429
2823.7142857142853,7888.571428571429
2823.7142857142853,7861.571428571429
2823.7142857142853,7893.571428571429
2823.7142857142853,7887.571428571429
2823.7142857142853,7896.571428571429
2823.7142857142853,7891.571428571429
2823.7142857142853,7864.571428571429
2823.7142857142853,7888.571428571429
2823.7142857142853,7892.571428571429
2823.7142857142853,7885.571428571429
2823.7142857142853,7891.571428571429
2823.7142857142853,7884.571428571429
2823.7142857142853,7891.571428571429
2823.7142857142853,7879.571428571429
2823.7142857142853,7828.571428571429
2823.7142857142853,7882.571428571429
2823.7142857142853,7879.571428571429
2823.7142857142853,7904.571428571429
2823.7142857142853,7861.571428571429
2823.7142857142853,7548.428571428571
2823.7142857142853,7904.571428571429
2823.7142857142853,7874.571428571429
2823.7142857142853,7879.571428571429
2823.7142857142853,7874.571428571429
2823.7142857142853,7871.571428571429
2823.7142857142853,7878.571428571429
2823.7142857142853,7561.428571428571
2823.7142857142853,7877.571428571429
2823.7142857142853,7531.428571428571
2823.7142857142853,7867.571428571429
2823.7142857142853,7877.571428571429
2823.7142857142853,7526.428571428571
2823.7142857142853,7904.571428571429
2823.7142857142853,7872.571428571429
2823.7142857142853,7561.428571428571
2823.7142857142853,7884.571428571429
