mean,best_score,best_solution
4657.017142857142,6416.0,"[['Amsterdam Amstel', 'Amsterdam Zuid', 'Amsterdam Sloterdijk', 'Zaandam', 'Castricum', 'Alkmaar', 'Den Helder'], ['Amsterdam Amstel', 'Amsterdam Zuid', 'Amsterdam Sloterdijk', 'Haarlem'], ['Leiden Centraal', 'Schiphol Airport'], ['Schiedam Centrum', 'Delft', 'Den Haag Centraal', 'Leiden Centraal'], ['Dordrecht', 'Rotterdam Centraal', 'Schiedam Centrum', 'Delft', 'Den Haag Centraal', 'Leiden Centraal', 'Heemstede-Aerdenhout', 'Haarlem', 'Beverwijk', 'Castricum', 'Alkmaar'], ['Amsterdam Centraal', 'Amsterdam Sloterdijk', 'Zaandam', 'Beverwijk', 'Castricum'], ['Delft', 'Den Haag Centraal', 'Gouda', 'Alphen a/d Rijn']]"
