begin_score,eind_score
5967.857142857143,7852.571428571429
5276.571428571429,7893.571428571429
4072.0,7884.571428571429
4306.142857142857,7876.571428571429
4628.285714285714,7903.571428571429
5346.571428571429,7907.571428571429
4652.285714285714,7887.571428571429
4026.0,7891.571428571429
4516.285714285714,7871.571428571429
3718.857142857143,7876.571428571429
4362.142857142857,7878.571428571429
3992.0,7870.571428571429
3935.0,7874.571428571429
5041.428571428571,7878.571428571429
4370.142857142857,7891.571428571429
4099.0,7887.571428571429
5057.428571428571,7887.571428571429
5032.428571428571,7581.428571428571
6027.857142857143,7875.571428571429
3995.0,7893.571428571429
4163.142857142857,7865.571428571429
4332.142857142857,7884.571428571429
4573.285714285714,7866.571428571429
6128.857142857143,7903.571428571429
3402.7142857142853,7884.571428571429
4266.142857142857,7874.571428571429
3352.7142857142853,7525.428571428571
3299.7142857142853,7896.571428571429
5422.571428571429,7887.571428571429
4260.142857142857,7861.571428571429
4324.142857142857,7866.571428571429
3673.857142857143,7841.571428571429
4255.142857142857,7903.571428571429
3973.0,7897.571428571429
5413.571428571429,7878.571428571429
3872.0,7896.571428571429
5383.571428571429,7893.571428571429
5340.571428571429,7869.571428571429
4048.0,7878.571428571429
5979.857142857143,7893.571428571429
4645.285714285714,7860.571428571429
4400.142857142857,7893.571428571429
3133.7142857142853,7860.571428571429
4108.0,7871.571428571429
4708.285714285714,7845.571428571429
4502.285714285714,7872.571428571429
5947.857142857143,7893.571428571429
4673.285714285714,7884.571428571429
5645.714285714286,7897.571428571429
4313.142857142857,7879.571428571429
4606.285714285714,7887.571428571429
4980.428571428571,7887.571428571429
4325.142857142857,7874.571428571429
3976.0,7893.571428571429
4384.142857142857,7880.571428571429
5558.714285714286,7834.571428571429
4559.285714285714,7861.571428571429
4708.285714285714,7886.571428571429
4004.0,7885.571428571429
4745.285714285714,7873.571428571429
4028.0,7887.571428571429
4621.285714285714,7553.428571428571
4061.0,7853.571428571429
5343.571428571429,7903.571428571429
4007.0,7548.428571428571
6130.857142857143,7890.571428571429
5791.714285714286,7548.428571428571
4656.285714285714,7864.571428571429
5365.571428571429,7904.571428571429
5127.428571428571,7877.571428571429
3366.7142857142853,7541.428571428571
5020.428571428571,7891.571428571429
4299.142857142857,7878.571428571429
4736.285714285714,7887.571428571429
5036.428571428571,7885.571428571429
3218.7142857142853,7904.571428571429
4047.0,7875.571428571429
3550.857142857143,7884.571428571429
6644.142857142857,7896.571428571429
4552.285714285714,7904.571428571429
4646.285714285714,7878.571428571429
2800.5714285714284,7885.571428571429
5408.571428571429,7875.571428571429
3269.7142857142853,7561.428571428571
3977.0,7895.571428571429
2534.4285714285716,7904.571428571429
2685.4285714285716,7864.571428571429
3956.0,7893.571428571429
5061.428571428571,7895.571428571429
3668.857142857143,7880.571428571429
5047.428571428571,7869.571428571429
5369.571428571429,7866.571428571429
4278.142857142857,7881.571428571429
4599.285714285714,7874.571428571429
4387.142857142857,7865.571428571429
4719.285714285714,7892.571428571429
3342.7142857142853,7907.571428571429
5290.571428571429,7907.571428571429
4742.285714285714,7878.571428571429
4384.142857142857,7855.571428571429
4679.285714285714,7867.571428571429
6089.857142857143,7887.571428571429
3974.0,7887.571428571429
5725.714285714286,7895.571428571429
4234.142857142857,7867.571428571429
3922.0,7904.571428571429
5755.714285714286,7868.571428571429
4571.285714285714,7884.571428571429
3976.0,7874.571428571429
5432.571428571429,7565.428571428571
4929.428571428571,7893.571428571429
5729.714285714286,7561.428571428571
4727.285714285714,7541.428571428571
4648.285714285714,7512.428571428571
4560.285714285714,7875.571428571429
5319.571428571429,7904.571428571429
5023.428571428571,7858.571428571429
5754.714285714286,7904.571428571429
4392.142857142857,7874.571428571429
5273.571428571429,7540.428571428571
5346.571428571429,7887.571428571429
4635.285714285714,7887.571428571429
5404.571428571429,7850.571428571429
4779.285714285714,7885.571428571429
4551.285714285714,7868.571428571429
3568.857142857143,7884.571428571429
4027.0,7904.571428571429
3902.0,7873.571428571429
4065.0,7857.571428571429
6779.142857142857,7897.571428571429
5035.428571428571,7865.571428571429
4762.285714285714,7892.571428571429
5670.714285714286,7887.571428571429
3679.857142857143,7554.428571428571
4769.285714285714,7879.571428571429
5934.857142857143,7879.571428571429
4302.142857142857,7536.428571428571
5054.428571428571,7895.571428571429
3926.0,7864.571428571429
4622.285714285714,7904.571428571429
3562.857142857143,7907.571428571429
4395.142857142857,7878.571428571429
5112.428571428571,7546.428571428571
4238.142857142857,7889.571428571429
4656.285714285714,7878.571428571429
4868.428571428571,7885.571428571429
3985.0,7554.428571428571
5065.428571428571,7884.571428571429
3319.7142857142853,7904.571428571429
4250.142857142857,7859.571428571429
