eind_score,solution
4938.52808988764,"[['s-Hertogenbosch', 'Tilburg', 'Breda', 'Etten-Leur', 'Roosendaal', 'Dordrecht', 'Rotterdam Centraal', 'Schiedam Centrum', 'Delft', 'Den Haag HS', 'Leiden Centraal', 'Heemstede-Aerdenhout', 'Haarlem', 'Beverwijk', 'Castricum', 'Alkmaar'], ['Maastricht', 'Sittard', 'Roermond', 'Weert', 'Eindhoven', 's-Hertogenbosch', 'Oss', 'Nijmegen', 'Arnhem Centraal', 'Ede-Wageningen'], ['Leeuwarden', 'Heerenveen', 'Steenwijk', 'Zwolle', 'Deventer', 'Apeldoorn', 'Zutphen', 'Dieren'], ['Leeuwarden', 'Groningen', 'Assen', 'Zwolle', 'Almelo', 'Hengelo', 'Enschede'], ['Utrecht Centraal', 'Amsterdam Amstel', 'Amsterdam Centraal', 'Amsterdam Sloterdijk', 'Zaandam', 'Castricum'], ['Breda', 'Dordrecht', 'Rotterdam Blaak', 'Rotterdam Alexander', 'Gouda', 'Alphen a/d Rijn'], ['Delft', 'Den Haag Laan v NOI', 'Leiden Centraal', 'Alphen a/d Rijn'], ['Amsterdam Amstel', 'Amsterdam Zuid', 'Amsterdam Sloterdijk', 'Haarlem'], ['Delft', 'Den Haag Centraal', 'Leiden Centraal', 'Schiphol Airport'], ['Utrecht Centraal', 'Hilversum', 'Almere Centrum', 'Lelystad Centrum'], ['Eindhoven', 'Helmond', 'Venlo'], ['Utrecht Centraal', 'Amsterdam Centraal', 'Almere Centrum'], ['Amsterdam Zuid', 'Schiphol Airport'], ['Rotterdam Centraal', 'Rotterdam Alexander'], ['Rotterdam Blaak', 'Schiedam Centrum'], ['Arnhem Centraal', 'Dieren'], ['Deventer', 'Zutphen'], ['Utrecht Centraal', 'Amersfoort'], ['Sittard', 'Heerlen'], ['Den Haag Centraal', 'Gouda']]"
