begin_score,eind_score
892.5393258426966,5012.966292134832
163.66292134831474,5100.3258426966295
-198.41573033707846,4966.966292134832
668.1011235955057,5091.3258426966295
46.66292134831474,5095.3258426966295
160.74157303370794,5027.966292134832
1749.5393258426966,5015.966292134832
627.4606741573034,5040.606741573034
629.4606741573034,4983.606741573034
260.0224719101125,4980.606741573034
-185.41573033707846,4901.606741573034
-158.33707865168526,4990.3258426966295
273.303370786517,5171.3258426966295
1111.6179775280898,5073.3258426966295
-4.696629213482993,5116.966292134832
830.4606741573034,5089.966292134832
405.0224719101125,4927.247191011236
1073.258426966292,5088.3258426966295
-261.33707865168526,5139.3258426966295
1519.3370786516853,5082.3258426966295
896.1797752808989,4984.606741573034
-26.617977528089796,4879.606741573034
1081.8988764044943,5068.3258426966295
475.17977528089887,5108.966292134832
645.1011235955057,5049.966292134832
-256.696629213483,4942.606741573034
768.7415730337079,5116.966292134832
223.02247191011247,5094.3258426966295
-158.25842696629206,4982.966292134832
1097.258426966292,5180.3258426966295
318.74157303370794,5044.966292134832
-239.41573033707846,4921.966292134832
14.382022471910204,5072.966292134832
594.1797752808989,5103.966292134832
-7.617977528089796,4969.966292134832
1003.5393258426966,5172.3258426966295
746.1797752808989,5011.966292134832
519.7415730337079,5066.606741573034
-267.696629213483,5086.966292134832
533.4606741573034,5175.3258426966295
712.7415730337079,5181.3258426966295
767.8202247191011,5085.3258426966295
928.8988764044943,5077.966292134832
-266.6179775280898,5092.966292134832
599.5393258426966,5102.3258426966295
826.1797752808989,5114.3258426966295
314.303370786517,5094.966292134832
587.7415730337079,5046.966292134832
582.1011235955057,5011.966292134832
606.8202247191011,4890.966292134832
387.74157303370794,5195.3258426966295
1106.8202247191011,5104.966292134832
170.02247191011247,4878.606741573034
504.17977528089887,5063.3258426966295
670.7415730337079,4985.3258426966295
-485.77528089887664,4935.606741573034
-145.33707865168526,5143.3258426966295
162.74157303370794,5102.3258426966295
176.303370786517,5101.3258426966295
745.8202247191011,5056.3258426966295
-646.0561797752812,5000.966292134832
65.3820224719102,5030.606741573034
-132.33707865168526,4938.606741573034
859.1797752808989,4840.247191011236
-28.977528089887528,5119.3258426966295
321.74157303370794,5187.3258426966295
1031.258426966292,5058.966292134832
1444.9775280898884,4999.3258426966295
434.10112359550567,4825.887640449438
738.4606741573034,5047.606741573034
1233.8988764044943,5022.966292134832
939.5393258426966,5024.966292134832
801.5393258426966,4982.966292134832
-359.77528089887664,4938.247191011236
177.66292134831474,4901.247191011236
688.1011235955057,5146.966292134832
707.1011235955057,5060.3258426966295
50.02247191011247,5026.966292134832
-263.0561797752812,4939.966292134832
519.7415730337079,5137.3258426966295
717.8202247191011,5054.966292134832
917.5393258426966,4985.966292134832
67.02247191011247,5161.3258426966295
863.8988764044943,5138.3258426966295
1076.8988764044943,5130.3258426966295
1389.3370786516853,4991.966292134832
840.1797752808989,5018.606741573034
459.3820224719102,4942.966292134832
790.1797752808989,5072.3258426966295
418.82022471910113,5069.966292134832
297.74157303370794,4985.966292134832
1106.1797752808989,5160.966292134832
514.6629213483147,4966.966292134832
1325.6179775280898,5052.606741573034
439.303370786517,4968.606741573034
1120.8988764044943,5009.966292134832
-741.1348314606739,5043.606741573034
947.8988764044943,5103.3258426966295
562.8202247191011,5070.3258426966295
550.4606741573034,5105.3258426966295
278.10112359550567,5008.966292134832
770.7415730337079,4988.3258426966295
327.0224719101125,4920.3258426966295
614.5393258426966,5003.606741573034
-85.69662921348299,5007.606741573034
1101.8988764044943,5159.3258426966295
128.74157303370794,5006.606741573034
303.4606741573034,5214.3258426966295
-520.4943820224721,5028.3258426966295
1680.0561797752807,5085.966292134832
427.74157303370794,5043.606741573034
-0.6179775280897957,5096.966292134832
137.02247191011247,4946.966292134832
1301.258426966292,5143.966292134832
475.3820224719102,4966.966292134832
-191.33707865168526,5175.3258426966295
-310.696629213483,5118.966292134832
713.1797752808989,5121.966292134832
-335.0561797752812,5007.966292134832
52.74157303370794,5119.966292134832
823.1797752808989,5218.3258426966295
608.1011235955057,5156.3258426966295
-421.41573033707846,5132.3258426966295
702.8202247191011,4958.606741573034
956.5393258426966,5245.3258426966295
728.1011235955057,5058.3258426966295
931.1011235955057,4986.966292134832
319.4606741573034,5113.966292134832
674.4606741573034,5105.966292134832
290.303370786517,5096.966292134832
34.66292134831474,5109.3258426966295
-181.25842696629206,4998.966292134832
-50.41573033707846,4918.606741573034
228.10112359550567,5169.3258426966295
-102.05617977528118,5177.3258426966295
678.7415730337079,5080.3258426966295
1169.8202247191011,5127.3258426966295
1266.8988764044943,5020.966292134832
-171.33707865168526,5153.3258426966295
538.7415730337079,5107.966292134832
452.10112359550567,5150.3258426966295
125.3820224719102,4936.966292134832
237.66292134831474,5154.3258426966295
-32.97752808988753,5057.3258426966295
698.1797752808989,5117.966292134832
681.8202247191011,4979.966292134832
-99.33707865168526,5088.966292134832
29.741573033707937,5086.3258426966295
911.8202247191011,4784.887640449438
1129.6179775280898,5041.966292134832
